Date,CDU/CSU,SPD,GRÜNE,FDP,LINKE,AfD,REP,PIRATEN,Rechte,Non-Voters,FW,NPD,KPD/DKP,DRP,GB/BHE,DP,BP,Zentrum,Other,Surveyed,Time,Institute
2020-05-22,38.0 ,15.5 ,19.0 ,5.5 ,7.0 ,9.0 ,,,,,,,,,,,,,6.0 ,1013,06.05.–14.05.,Allensbach
2020-04-24,38.0 ,16.0 ,19.0 ,6.0 ,7.0 ,9.0 ,,,,,,,,,,,,,5.0 ,1152,01.04.–15.04.,Allensbach
2020-03-25,29.0 ,16.5 ,23.0 ,7.0 ,8.0 ,11.5 ,,,,,,,,,,,,,5.0 ,1219,05.03.–18.03.,Allensbach
2020-02-19,27.5 ,14.5 ,23.0 ,8.0 ,9.5 ,13.0 ,,,,,,,,,,,,,4.5 ,1262,01.02.–12.02.,Allensbach
2020-01-29,28.5 ,14.0 ,23.5 ,8.0 ,8.0 ,13.0 ,,,,,,,,,,,,,5.0 ,1273,09.01.–22.01.,Allensbach
2019-12-19,28.5 ,15.0 ,21.0 ,7.0 ,8.5 ,15.0 ,,,,,,,,,,,,,5.0 ,1270,01.12.–11.12.,Allensbach
2019-11-19,29.5 ,14.0 ,21.5 ,7.5 ,8.0 ,14.5 ,,,,,,,,,,,,,5.0 ,1298,02.11.–13.11.,Allensbach
2019-10-16,29.5 ,16.0 ,23.5 ,6.5 ,7.0 ,13.0 ,,,,,,,,,,,,,4.5 ,1238,27.09.–10.10.,Allensbach
2019-09-17,29.0 ,15.0 ,22.0 ,7.0 ,8.0 ,14.0 ,,,,,,,,,,,,,5.0 ,1255,01.09.–12.09.,Allensbach
2019-08-21,29.5 ,13.5 ,24.0 ,7.0 ,8.0 ,12.5 ,,,,,,,,,,,,,5.5 ,1262,02.08.–15.08.,Allensbach
2019-07-24,29.5 ,14.5 ,23.0 ,7.0 ,8.5 ,11.5 ,,,,,,,,,,,,,6.0 ,1228,01.07.–11.07.,Allensbach
2019-06-21,29.0 ,12.0 ,25.0 ,8.0 ,8.0 ,12.0 ,,,,,,,,,,,,,6.0 ,1273,01.06.–12.06.,Allensbach
2019-05-23,30.0 ,17.5 ,17.0 ,9.0 ,8.5 ,13.0 ,,,,,,,,,,,,,5.0 ,1283,03.05.–16.05.,Allensbach
2019-04-18,30.0 ,18.5 ,18.0 ,9.0 ,8.0 ,12.5 ,,,,,,,,,,,,,4.0 ,1305,01.04.–12.04.,Allensbach
2019-03-27,30.0 ,18.0 ,19.0 ,8.5 ,8.5 ,12.0 ,,,,,,,,,,,,,4.0 ,1198,07.03.–21.03.,Allensbach
2019-02-19,30.0 ,18.0 ,18.5 ,8.0 ,8.0 ,13.5 ,,,,,,,,,,,,,4.0 ,1222,01.02.–13.02.,Allensbach
2019-01-23,31.5 ,16.5 ,18.0 ,8.5 ,8.5 ,13.0 ,,,,,,,,,,,,,4.0 ,1249,05.01.–17.01.,Allensbach
2018-12-20,29.0 ,16.5 ,19.0 ,8.5 ,9.0 ,14.0 ,,,,,,,,,,,,,4.0 ,1295,01.12.–12.12.,Allensbach
2018-11-30,28.0 ,17.0 ,19.0 ,9.5 ,9.0 ,13.5 ,,,,,,,,,,,,,4.0 ,1242,02.11.–15.11.,Allensbach
2018-10-18,29.0 ,19.0 ,15.0 ,8.5 ,9.0 ,15.0 ,,,,,,,,,,,,,4.5 ,1259,28.09.–11.10.,Allensbach
2018-09-18,31.5 ,19.5 ,12.5 ,8.5 ,9.0 ,15.0 ,,,,,,,,,,,,,4.0 ,1258,01.09.–13.09.,Allensbach
2018-08-15,31.0 ,20.0 ,12.5 ,9.0 ,9.0 ,14.5 ,,,,,,,,,,,,,4.0 ,1295,27.07.–09.08.,Allensbach
2018-07-17,30.5 ,20.0 ,12.0 ,9.5 ,9.0 ,15.0 ,,,,,,,,,,,,,4.0 ,1295,01.07.–12.07.,Allensbach
2018-06-20,33.0 ,21.0 ,11.0 ,9.5 ,9.5 ,13.0 ,,,,,,,,,,,,,3.0 ,1279,01.06.–13.06.,Allensbach
2018-05-17,34.0 ,20.0 ,11.0 ,9.0 ,10.0 ,11.5 ,,,,,,,,,,,,,4.5 ,1253,24.04.–08.05.,Allensbach
2018-04-25,34.0 ,20.5 ,11.0 ,10.0 ,9.0 ,12.0 ,,,,,,,,,,,,,3.5 ,1279,03.04.–17.04.,Allensbach
2018-03-21,34.0 ,19.0 ,11.0 ,10.0 ,10.0 ,12.5 ,,,,,,,,,,,,,3.5 ,1256,02.03.–15.03.,Allensbach
2018-02-23,32.0 ,17.5 ,12.0 ,11.0 ,9.5 ,13.0 ,,,,,,,,,,,,,5.0 ,1271,02.02.–15.02.,Allensbach
2018-01-25,34.0 ,21.0 ,10.5 ,10.0 ,8.5 ,12.0 ,,,,,,,,,,,,,4.0 ,1221,05.01.–18.01.,Allensbach
2017-12-21,34.0 ,21.0 ,11.5 ,10.0 ,9.0 ,11.0 ,,,,,,,,,,,,,3.5 ,1443,01.12.–14.12.,Allensbach
2017-11-30,33.0 ,21.5 ,11.0 ,10.0 ,9.0 ,11.0 ,,,,,,,,,,,,,4.5 ,1299,22.11.–27.11.,Allensbach
2017-10-25,33.0 ,20.5 ,9.5 ,12.0 ,9.0 ,12.0 ,,,,,,,,,,,,,4.0 ,1454,07.10.–19.10.,Allensbach
2017-09-22,36.0 ,22.0 ,8.0 ,10.5 ,9.5 ,10.0 ,,,,,,,,,,,,,4.0 ,1074,13.09.–20.09.,Allensbach
2017-09-19,36.5 ,22.0 ,8.0 ,11.0 ,9.0 ,10.0 ,,,,,,,,,,,,,3.5 ,1083,06.09.–14.09.,Allensbach
2017-09-06,38.5 ,24.0 ,7.5 ,10.0 ,8.0 ,8.0 ,,,,,,,,,,,,,4.0 ,1043,22.08.–31.08.,Allensbach
2017-08-22,39.5 ,24.0 ,7.5 ,10.0 ,8.0 ,7.0 ,,,,,,,,,,,,,4.0 ,1421,04.08.–17.08.,Allensbach
2017-07-18,39.5 ,25.0 ,7.0 ,9.0 ,9.0 ,7.0 ,,,,,,,,,,,,,3.5 ,1403,01.07.–12.07.,Allensbach
2017-06-20,40.0 ,24.0 ,7.0 ,10.5 ,8.5 ,6.5 ,,,,,,,,,,,,,3.5 ,1437,01.06.–15.06.,Allensbach
2017-05-26,37.0 ,26.0 ,8.0 ,9.0 ,8.0 ,8.0 ,,,,,,,,,,,,,4.0 ,1457,05.05.–19.05.,Allensbach
2017-04-25,36.0 ,31.0 ,7.0 ,6.0 ,9.0 ,7.0 ,,,,,,,,,,,,,4.0 ,1407,01.04.–13.04.,Allensbach
2017-03-28,34.0 ,33.0 ,7.5 ,6.5 ,8.0 ,7.0 ,,,,,,,,,,,,,4.0 ,1397,06.03.–19.03.,Allensbach
2017-02-22,33.0 ,30.5 ,8.0 ,7.0 ,8.0 ,8.5 ,,,,,,,,,,,,,5.0 ,1542,01.02.–15.02.,Allensbach
2017-01-26,36.0 ,23.0 ,9.0 ,7.0 ,9.5 ,11.5 ,,,,,,,,,,,,,4.0 ,1441,05.01.–19.01.,Allensbach
2016-12-22,35.5 ,22.0 ,10.0 ,7.5 ,9.5 ,10.5 ,,,,,,,,,,,,,5.0 ,1459,01.12.–15.12.,Allensbach
2016-11-16,34.0 ,23.0 ,11.0 ,7.5 ,9.0 ,10.5 ,,,,,,,,,,,,,5.0 ,1436,28.10.–10.11.,Allensbach
2016-10-20,33.0 ,22.0 ,12.0 ,7.5 ,9.0 ,12.5 ,,,,,,,,,,,,,4.0 ,1458,01.10.–13.10.,Allensbach
2016-09-22,33.5 ,24.0 ,11.0 ,7.0 ,7.0 ,12.5 ,,,,,,,,,,,,,5.0 ,1407,03.09.–15.09.,Allensbach
2016-08-24,34.5 ,23.0 ,11.5 ,7.5 ,9.0 ,10.0 ,,,,,,,,,,,,,4.5 ,1496,03.08.–17.08.,Allensbach
2016-07-21,35.5 ,22.5 ,12.0 ,7.0 ,9.5 ,9.5 ,,,,,,,,,,,,,4.0 ,1466,01.07.–14.07.,Allensbach
2016-06-15,33.5 ,21.0 ,12.0 ,8.0 ,9.0 ,11.5 ,,,,,,,,,,,,,5.0 ,1396,27.05.–09.06.,Allensbach
2016-05-17,33.5 ,21.0 ,11.5 ,8.0 ,9.0 ,12.5 ,,,,,,,,,,,,,4.5 ,1474,28.04.–12.05.,Allensbach
2016-04-20,33.5 ,23.0 ,11.0 ,8.0 ,9.0 ,10.5 ,,,,,,,,,,,,,5.0 ,1388,01.04.–14.04.,Allensbach
2016-03-18,35.0 ,24.5 ,10.0 ,7.0 ,9.0 ,10.5 ,,,,,,,,,,,,,4.0 ,1456,26.02.–10.03.,Allensbach
2016-02-17,33.5 ,24.0 ,10.0 ,7.0 ,10.0 ,10.5 ,,,,,,,,,,,,,5.0 ,1521,01.02.–11.02.,Allensbach
2016-01-26,35.0 ,25.0 ,9.0 ,6.5 ,9.5 ,10.0 ,,,,,,,,,,,,,5.0 ,1431,07.01.–21.01.,Allensbach
2015-12-16,38.0 ,26.0 ,9.5 ,5.0 ,8.5 ,8.0 ,,,,,,,,,,,,,5.0 ,1457,28.11.–10.12.,Allensbach
2015-11-19,37.5 ,26.0 ,9.5 ,5.5 ,9.5 ,7.0 ,,,,,,,,,,,,,5.0 ,1448,01.11.–11.11.,Allensbach
2015-10-20,38.0 ,26.0 ,9.5 ,5.5 ,9.0 ,7.0 ,,,,,,,,,,,,,5.0 ,≈1400,03.10.–16.10.,Allensbach
2015-09-16,42.0 ,25.5 ,9.5 ,6.0 ,8.5 ,3.5 ,,,,,,,,,,,,,5.0 ,≈1400,01.09.–12.09.,Allensbach
2015-08-19,41.5 ,26.0 ,9.5 ,5.5 ,9.0 ,3.5 ,,,,,,,,,,,,,5.0 ,≈1400,01.08.–14.08.,Allensbach
2015-07-16,40.5 ,25.5 ,10.0 ,5.5 ,9.5 ,4.0 ,,,,,,,,,,,,,5.0 ,≈1200,01.07.–13.07.,Allensbach
2015-06-18,41.5 ,26.0 ,10.0 ,5.0 ,8.5 ,4.0 ,,,,,,,,,,,,,5.0 ,≈1400,01.06.–14.06.,Allensbach
2015-05-21,41.5 ,25.5 ,9.5 ,5.0 ,9.0 ,5.0 ,,,,,,,,,,,,,4.5 ,1450,02.05.–08.05.,Allensbach
2015-04-16,40.5 ,26.5 ,9.5 ,5.0 ,8.5 ,6.0 ,,,,,,,,,,,,,4.0 ,1430,28.03.–10.04.,Allensbach
2015-03-19,41.5 ,26.0 ,9.5 ,5.0 ,8.0 ,6.0 ,,,,,,,,,,,,,4.0 ,1500,01.03.–12.03.,Allensbach
2015-02-19,41.0 ,25.5 ,9.5 ,5.0 ,9.0 ,6.0 ,,,,,,,,,,,,,4.0 ,1400,01.02.–12.02.,Allensbach
2015-01-28,41.5 ,25.0 ,10.5 ,4.0 ,8.5 ,6.0 ,,,,,,,,,,,,,4.5 ,1455,09.01.–23.01.,Allensbach
2014-12-17,40.5 ,26.0 ,9.5 ,3.5 ,8.5 ,7.0 ,,,,,,,,,,,,,5.0 ,1505,01.12.–12.12.,Allensbach
2014-11-19,40.5 ,27.0 ,9.5 ,3.5 ,8.0 ,6.5 ,,,,,,,,,,,,,5.0 ,,01.11.–13.11.,Allensbach
2014-10-21,39.5 ,26.0 ,10.5 ,3.0 ,8.5 ,7.5 ,,,,,,,,,,,,,5.0 ,,04.10.–16.10.,Allensbach
2014-09-17,41.0 ,25.5 ,10.0 ,4.0 ,8.5 ,6.5 ,,,,,,,,,,,,,4.5 ,,01.09.–11.09.,Allensbach
2014-08-20,41.0 ,26.5 ,10.0 ,3.0 ,8.0 ,6.5 ,,,,,,,,,,,,,5.0 ,,21.07.–05.08.,Allensbach
2014-07-16,40.5 ,25.0 ,11.0 ,3.5 ,8.5 ,6.0 ,,,,,,,,,,,,,5.5 ,,28.06.–11.07.,Allensbach
2014-06-20,40.0 ,26.0 ,10.0 ,4.0 ,8.0 ,6.0 ,,,,,,,,,,,,,6.0 ,,28.05.–13.06.,Allensbach
2014-05-14,39.5 ,26.0 ,10.5 ,5.0 ,8.0 ,5.5 ,,,,,,,,,,,,,5.5 ,,25.04.–09.05.,Allensbach
2014-04-16,40.0 ,26.5 ,11.0 ,4.5 ,8.0 ,5.0 ,,,,,,,,,,,,,5.0 ,1571,28.03.–10.04.,Allensbach
2014-03-19,40.5 ,25.0 ,10.0 ,5.0 ,9.0 ,5.0 ,,,,,,,,,,,,,5.5 ,,01.03.–13.03.,Allensbach
2014-02-20,40.0 ,26.5 ,10.5 ,4.0 ,9.0 ,5.0 ,,,,,,,,,,,,,5.0 ,,01.02.–13.02.,Allensbach
2014-01-29,40.0 ,26.0 ,10.0 ,5.0 ,8.5 ,5.0 ,,,,,,,,,,,,,5.5 ,,10.01.–23.01.,Allensbach
2013-12-19,41.5 ,25.5 ,10.5 ,4.0 ,9.0 ,4.5 ,,,,,,,,,,,,,5.0 ,,01.12.–12.12.,Allensbach
2013-11-27,40.0 ,26.5 ,10.0 ,4.0 ,9.5 ,5.0 ,,,,,,,,,,,,,5.0 ,,08.11.–21.11.,Allensbach
2013-10-23,41.0 ,25.0 ,9.0 ,5.0 ,9.0 ,5.5 ,,,,,,,,,,,,,5.5 ,,01.10.–16.10.,Allensbach
2002-09-20,37.0 ,37.5 ,7.5 ,9.5 ,4.5 ,,,,,,,,,,,,,,4.0 ,,,Allensbach
2002-09-17,37.3 ,37.0 ,7.2 ,10.1 ,4.4 ,,,,,,,,,,,,,,4.0 ,≈2000,06.09.–15.09.,Allensbach
2002-09-11,37.0 ,37.0 ,7.3 ,10.1 ,4.9 ,,,,,,,,,,,,,,3.7 ,≈2000,30.08.–08.09.,Allensbach
2002-09-08,38.2 ,35.2 ,7.2 ,11.2 ,4.9 ,,,,,,,,,,,,,,3.3 ,,,Allensbach
2002-09-04,39.1 ,34.2 ,7.0 ,11.6 ,4.9 ,,,,,,,,,,,,,,3.2 ,,23.08.–01.09.,Allensbach
2002-08-28,40.1 ,32.9 ,6.5 ,11.6 ,5.1 ,,,,,,,,,,,,,,3.8 ,,15.08.–25.08.,Allensbach
2002-08-25,39.8 ,32.8 ,6.6 ,11.7 ,5.0 ,,,,,,,,,,,,,,4.1 ,,09.08.–20.08.,Allensbach
2002-08-21,39.7 ,31.9 ,6.7 ,12.8 ,5.6 ,,,,,,,,,,,,,,3.3 ,,02.08.–13.08.,Allensbach
2002-08-14,39.7 ,33.0 ,6.2 ,12.5 ,5.6 ,,,,,,,,,,,,,,3.0 ,,bis 06.08.,Allensbach
2002-08-02,38.8 ,34.2 ,6.9 ,12.1 ,5.6 ,,,,,,,,,,,,,,2.4 ,,bis 25.07.,Allensbach
2002-07-03,38.3 ,33.4 ,6.9 ,13.1 ,5.7 ,,1.2 ,,,,,,,,,,,,1.4 ,≈1000,13.06.–25.06.,Allensbach
2002-06-12,39.0 ,32.2 ,7.1 ,12.4 ,6.2 ,,,,,,,,,,,,,,3.1 ,,25.05.–04.06.,Allensbach
2002-05-15,38.2 ,33.2 ,6.4 ,12.8 ,6.2 ,,1.8 ,,,,,,,,,,,,1.4 ,,24.04.–06.05.,Allensbach
2002-04-17,37.0 ,34.5 ,6.5 ,11.9 ,6.9 ,,1.6 ,,,,,,,,,,,,1.6 ,,26.03.–09.04.,Allensbach
2002-03-20,37.3 ,34.0 ,6.6 ,11.9 ,6.6 ,,,,,,,,,,,,,,3.6 ,,,Allensbach
2002-02-20,36.1 ,34.1 ,6.5 ,13.2 ,6.6 ,,1.3 ,,,,,,,,,,,,2.2 ,,01.02.–12.02.,Allensbach
2002-01-30,35.8 ,34.9 ,6.6 ,11.1 ,6.7 ,,,,,,,,,,,,,,4.9 ,,05.01.–15.01.,Allensbach
2001-12-19,35.1 ,35.4 ,6.6 ,11.5 ,6.6 ,,2.6 ,,,,,,,,,,,,2.2 ,,01.12.–10.12.,Allensbach
2001-11-14,34.5 ,36.7 ,7.4 ,10.6 ,6.4 ,,1.5 ,,,,,,,,,,,,2.9 ,,27.09.–08.10.,Allensbach
2001-10-17,35.7 ,36.8 ,7.4 ,10.9 ,5.7 ,,1.5 ,,,,,,,,,,,,2.0 ,,23.08.–03.09.,Allensbach
2001-09-19,35.7 ,35.9 ,8.0 ,10.9 ,6.0 ,,1.7 ,,,,,,,,,,,,1.8 ,,26.06.–09.07.,Allensbach
2001-08-14,34.0 ,36.1 ,7.8 ,11.0 ,6.4 ,,0.8 ,,,,,,,,,,,,3.9 ,,,Allensbach
2001-07-25,33.0 ,37.2 ,7.7 ,10.8 ,6.7 ,,2.2 ,,,,,,,,,,,,2.4 ,,,Allensbach
2001-06-20,33.4 ,37.1 ,7.9 ,11.1 ,6.0 ,,1.6 ,,,,,,,,,,,,2.9 ,,,Allensbach
2001-05-16,33.6 ,38.1 ,7.9 ,10.2 ,5.7 ,,2.0 ,,,,,,,,,,,,2.5 ,,,Allensbach
2001-04-18,32.9 ,39.2 ,7.7 ,10.2 ,5.7 ,,1.8 ,,,,,,,,,,,,2.5 ,,,Allensbach
2001-03-14,32.4 ,39.3 ,7.5 ,10.0 ,6.2 ,,2.3 ,,,,,,,,,,,,2.3 ,,,Allensbach
2001-02-14,32.8 ,38.7 ,8.0 ,9.6 ,6.1 ,,2.3 ,,,,,,,,,,,,2.5 ,,,Allensbach
2001-01-24,33.1 ,39.1 ,7.3 ,9.7 ,6.3 ,,1.1 ,,,,,,,,,,,,3.4 ,,,Allensbach
2000-12-20,35.2 ,38.1 ,7.4 ,9.6 ,6.0 ,,1.1 ,,,,,,,,,,,,2.6 ,,,Allensbach
2000-11-15,33.8 ,37.8 ,7.4 ,9.6 ,6.1 ,,1.9 ,,,,,,,,,,,,3.4 ,,,Allensbach
2000-10-18,34.0 ,38.0 ,6.9 ,9.5 ,6.0 ,,2.0 ,,,,,,,,,,,,3.6 ,,,Allensbach
2000-09-27,33.1 ,39.0 ,7.4 ,9.8 ,6.2 ,,1.6 ,,,,,,,,,,,,2.9 ,,,Allensbach
2000-08-16,32.4 ,39.0 ,6.9 ,10.1 ,6.3 ,,2.8 ,,,,,,,,,,,,2.5 ,,,Allensbach
2000-07-19,32.3 ,37.1 ,7.1 ,11.5 ,6.8 ,,2.2 ,,,,,,,,,,,,3.0 ,,,Allensbach
2000-06-14,33.0 ,35.9 ,7.9 ,11.1 ,6.5 ,,3.8 ,,,,,,,,,,,,1.8 ,,,Allensbach
2000-04-19,32.0 ,38.6 ,8.4 ,8.4 ,7.1 ,,3.4 ,,,,,,,,,,,,2.1 ,,,Allensbach
2000-03-22,31.3 ,39.8 ,8.5 ,7.9 ,7.1 ,,3.1 ,,,,,,,,,,,,2.3 ,,,Allensbach
2000-02-23,31.3 ,40.3 ,8.0 ,7.7 ,6.7 ,,2.5 ,,,,,,,,,,,,3.5 ,,,Allensbach
2000-01-19,37.8 ,36.9 ,7.5 ,6.3 ,6.5 ,,1.7 ,,,,,,,,,,,,3.3 ,,,Allensbach
1999-12-15,41.6 ,32.3 ,7.5 ,6.4 ,7.1 ,,3.4 ,,,,,,,,,,,,1.7 ,,,Allensbach
1999-11-17,44.7 ,30.4 ,6.9 ,6.9 ,6.8 ,,1.6 ,,,,,,,,,,,,2.7 ,,,Allensbach
1999-10-13,44.5 ,30.8 ,6.8 ,5.9 ,7.2 ,,2.3 ,,,,,,,,,,,,2.5 ,,,Allensbach
1999-09-15,42.0 ,32.9 ,7.2 ,6.6 ,7.0 ,,2.6 ,,,,,,,,,,,,1.7 ,,,Allensbach
1999-08-18,42.2 ,32.6 ,7.4 ,6.6 ,6.0 ,,3.1 ,,,,,,,,,,,,2.1 ,,,Allensbach
1999-07-21,43.3 ,32.6 ,6.7 ,7.0 ,5.9 ,,2.5 ,,,,,,,,,,,,2.0 ,,,Allensbach
1999-06-16,39.7 ,35.6 ,6.6 ,7.7 ,5.8 ,,1.9 ,,,,,,,,,,,,2.7 ,,,Allensbach
1999-05-19,36.8 ,37.3 ,7.8 ,7.0 ,5.9 ,,3.4 ,,,,,,,,,,,,1.8 ,,,Allensbach
1999-04-14,37.9 ,37.6 ,6.5 ,7.5 ,5.5 ,,2.3 ,,,,,,,,,,,,2.7 ,,,Allensbach
1999-03-17,38.7 ,37.0 ,6.8 ,7.4 ,5.7 ,,1.7 ,,,,,,,,,,,,2.7 ,,,Allensbach
1998-12-16,36.3 ,39.4 ,7.2 ,6.0 ,,,,,,,,,,,,,,,,,,Allensbach
1998-09-26,36.0 ,40.5 ,6.0 ,6.5 ,5.0 ,,,,,,,,,,,,,,6.0 ,,,Allensbach
1998-09-23,36.1 ,41.1 ,7.0 ,6.5 ,4.7 ,,,,,,,,,,,,,,4.6 ,,,Allensbach
1998-09-16,35.5 ,41.4 ,7.0 ,6.6 ,5.0 ,,,,,,,,,,,,,,4.5 ,,,Allensbach
1998-09-09,35.6 ,40.8 ,7.5 ,7.2 ,4.5 ,,2.1 ,,,,,,,,,,,,2.3 ,,,Allensbach
1998-09-02,35.5 ,41.1 ,7.0 ,6.1 ,4.9 ,,2.4 ,,,,,,,,,,,,3.0 ,,,Allensbach
1998-08-26,35.2 ,42.7 ,6.3 ,6.0 ,5.3 ,,1.2 ,,,,,,,,,,,,3.3 ,,,Allensbach
1998-08-19,34.5 ,42.9 ,7.0 ,5.8 ,5.2 ,,2.0 ,,,,,,,,,,,,2.6 ,,,Allensbach
1998-08-12,33.0 ,43.8 ,7.0 ,6.6 ,5.2 ,,1.6 ,,,,,,,,,,,,2.8 ,,,Allensbach
1998-06-17,31.1 ,44.4 ,7.6 ,6.9 ,5.7 ,,2.3 ,,,,,,,,,,,,2.0 ,,,Allensbach
1998-05-20,31.0 ,45.5 ,7.5 ,5.7 ,5.9 ,,1.5 ,,,,,,,,,,,,2.9 ,,,Allensbach
1998-04-29,31.3 ,45.2 ,8.5 ,5.8 ,5.2 ,,2.8 ,,,,,,,,,,,,1.2 ,,,Allensbach
1998-03-25,32.1 ,42.7 ,10.2 ,5.8 ,5.4 ,,2.0 ,,,,,,,,,,,,1.8 ,,,Allensbach
2005-09-16,41.5 ,32.5 ,7.0 ,8.0 ,8.5 ,,,,,,,,,,,,,,2.5 ,1682,10.09.–15.09.,Allensbach
2005-09-13,41.7 ,32.9 ,7.2 ,7.0 ,8.5 ,,,,,,,,,,,,,,2.7 ,≈2000,04.09.–12.09.,Allensbach
2005-09-09,41.5 ,32.7 ,7.2 ,7.0 ,8.9 ,,,,,,,,,,,,,,2.7 ,,,Allensbach
2005-09-02,41.7 ,29.6 ,8.1 ,8.0 ,9.7 ,,,,,,,,,,,,,,2.9 ,≈2000,bis 31.08.,Allensbach
2005-08-27,43.5 ,28.1 ,7.7 ,7.8 ,10.1 ,,,,,,,,,,,,,,2.8 ,≈2000,16.08.–24.08.,Allensbach
2005-08-23,41.8 ,27.9 ,8.1 ,8.7 ,10.3 ,,,,,,,,,,,,,,3.2 ,,08.08.–18.08.,Allensbach
2005-08-16,41.9 ,27.9 ,8.0 ,8.4 ,10.5 ,,,,,,,,,,,,,,3.3 ,,01.08.–12.08.,Allensbach
2005-07-19,45.2 ,26.4 ,8.2 ,8.0 ,9.2 ,,,,,,,,,,,,,,3.0 ,≈1400,06.07.–13.07.,Allensbach
2005-06-15,46.9 ,27.4 ,9.2 ,8.1 ,4.8 ,,,,,,,,,,,,,,3.6 ,≈2000,27.05.–08.06.,Allensbach
2005-05-18,44.1 ,28.6 ,9.8 ,8.2 ,5.4 ,,,,,,,,,,,,,,3.9 ,≈2000,23.04.–08.05.,Allensbach
2005-04-20,44.0 ,29.3 ,9.3 ,8.5 ,5.1 ,,,,,,,,,,,,,,3.8 ,≈2000,01.04.–12.04.,Allensbach
2005-03-16,41.0 ,31.5 ,9.4 ,8.8 ,5.1 ,,,,,,,,,,,,,,4.2 ,≈2000,25.02.–09.03.,Allensbach
2005-02-16,37.2 ,32.9 ,11.1 ,8.8 ,5.7 ,,,,,,,,,,,,,,4.3 ,≈2000,27.01.–08.02.,Allensbach
2005-01-26,38.9 ,30.6 ,11.1 ,8.6 ,6.1 ,,,,,,,,,,,,,,4.7 ,2063,06.01.–18.01.,Allensbach
2004-12-15,39.7 ,30.1 ,11.9 ,8.4 ,6.0 ,,,,,,,,,,,,,,3.9 ,2063,29.11.–08.12.,Allensbach
2004-11-18,38.9 ,30.9 ,10.9 ,8.8 ,5.8 ,,,,,,,,,,,,,,4.7 ,2033,28.10.–09.11.,Allensbach
2004-10-20,41.5 ,27.0 ,12.1 ,8.4 ,6.3 ,,,,,,,,,,,,,,4.7 ,,01.10.–12.10.,Allensbach
2004-09-15,44.6 ,23.7 ,11.4 ,8.0 ,7.5 ,,,,,,,,,,,,,,4.8 ,,26.08.–06.09.,Allensbach
2004-08-17,42.9 ,25.3 ,11.3 ,8.2 ,7.4 ,,,,,,,,,,,,,,4.9 ,≈2000,30.07.–10.08.,Allensbach
2004-07-21,44.2 ,24.2 ,12.2 ,8.5 ,6.0 ,,,,,,,,,,,,,,4.9 ,2114,01.07.–13.07.,Allensbach
2004-06-16,45.9 ,25.0 ,10.8 ,7.9 ,5.4 ,,,,,,,,,,,,,,5.0 ,>2000,29.05.–09.06.,Allensbach
2004-05-19,46.7 ,24.5 ,11.9 ,7.9 ,5.1 ,,,,,,,,,,,,,,3.9 ,,28.04.–08.05.,Allensbach
2004-04-21,47.1 ,24.5 ,11.5 ,8.3 ,5.3 ,,,,,,,,,,,,,,3.3 ,,30.03.–13.04.,Allensbach
2004-03-17,47.2 ,23.8 ,11.9 ,8.1 ,4.8 ,,,,,,,,,,,,,,4.2 ,≈2000,28.02.–10.03.,Allensbach
2004-02-18,47.8 ,24.2 ,10.4 ,8.4 ,5.2 ,,,,,,,,,,,,,,4.0 ,,30.01.–10.02.,Allensbach
2004-01-28,46.9 ,25.3 ,10.6 ,7.9 ,5.2 ,,,,,,,,,,,,,,4.1 ,≈2000,10.01.–20.01.,Allensbach
2003-12-17,47.4 ,25.5 ,11.4 ,7.8 ,4.8 ,,,,,,,,,,,,,,3.1 ,≈2000,01.12.–09.12.,Allensbach
2003-11-12,46.9 ,26.1 ,11.1 ,7.4 ,4.8 ,,,,,,,,,,,,,,3.7 ,,25.10.–05.11.,Allensbach
2003-10-15,46.8 ,26.9 ,11.2 ,7.8 ,4.3 ,,,,,,,,,,,,,,3.0 ,,27.09.–06.10.,Allensbach
2003-09-17,43.7 ,30.8 ,9.7 ,7.9 ,4.6 ,,,,,,,,,,,,,,3.3 ,,28.08.–09.09.,Allensbach
2003-08-20,43.7 ,31.0 ,9.9 ,7.6 ,4.3 ,,,,,,,,,,,,,,3.5 ,,01.08.–12.08.,Allensbach
2003-07-23,42.9 ,30.6 ,10.0 ,7.8 ,4.4 ,,,,,,,,,,,,,,4.3 ,,02.07.–12.07.,Allensbach
2003-06-18,43.1 ,29.9 ,10.7 ,7.8 ,4.0 ,,,,,,,,,,,,,,4.5 ,,01.06.–10.06.,Allensbach
2003-05-14,43.9 ,29.4 ,11.3 ,8.9 ,4.2 ,,,,,,,,,,,,,,2.3 ,,25.04.–07.05.,Allensbach
2003-04-16,43.6 ,30.6 ,10.4 ,8.8 ,4.2 ,,,,,,,,,,,,,,2.4 ,,28.03.–09.04.,Allensbach
2003-03-19,46.3 ,27.4 ,10.9 ,8.8 ,4.2 ,,,,,,,,,,,,,,2.4 ,,27.02.–11.03.,Allensbach
2003-02-19,47.0 ,27.6 ,9.8 ,8.6 ,4.2 ,,,,,,,,,,,,,,2.8 ,,01.02.–11.02.,Allensbach
2003-01-29,45.0 ,31.4 ,8.3 ,8.3 ,4.4 ,,,,,,,,,,,,,,2.6 ,,11.01.–20.01.,Allensbach
2002-12-18,47.6 ,26.4 ,10.5 ,7.3 ,5.0 ,,,,,,,,,,,,,,3.2 ,,11.01.–10.12.,Allensbach
