Date,CDU/CSU,SPD,GRÜNE,FDP,LINKE,AfD,REP,PIRATEN,Rechte,Non-Voters,FW,NPD,KPD/DKP,DRP,GB/BHE,DP,BP,Zentrum,Other,Surveyed,Time,Institute
2009-02-04,34 ,23 ,11 ,16 ,11 ,,,,,,,,,,,,,,5 ,2501,26.01.–30.01.,Forsa
2009-01-28,35 ,22 ,10 ,16 ,12 ,,,,,,,,,,,,,,5 ,2503,19.01.–23.01.,Forsa
2009-01-21,36 ,24 ,9 ,14 ,11 ,,,,,,,,,,,,,,6 ,2500,12.01.–16.01.,Forsa
2009-01-14,36 ,25 ,9 ,13 ,11 ,,,,,,,,,,,,,,6 ,2502,05.01.–09.01.,Forsa
2009-01-07,37 ,23 ,10 ,13 ,11 ,,,,,,,,,,,,,,6 ,1003,05.01.,Forsa
2020-05-29,39 ,15 ,19 ,4 ,8 ,9 ,,,,,,,,,,,,,6 ,1377,26.05.–28.05.,Forsch’gr.Wahlen
2020-05-15,38 ,15 ,18 ,5 ,8 ,10 ,,,,,,,,,,,,,6 ,1282,12.05.–14.05.,Forsch’gr.Wahlen
2020-04-24,39 ,16 ,18 ,5 ,7 ,9 ,,,,,,,,,,,,,6 ,1323,20.04.–23.04.,Forsch’gr.Wahlen
2020-04-09,35 ,17 ,20 ,5 ,7 ,10 ,,,,,,,,,,,,,6 ,1175,06.04.–08.04.,Forsch’gr.Wahlen
2020-03-27,33 ,15 ,22 ,6 ,8 ,10 ,,,,,,,,,,,,,6 ,1473,23.03.–26.03.,Forsch’gr.Wahlen
2020-03-06,26 ,16 ,23 ,6 ,8 ,14 ,,,,,,,,,,,,,7 ,1276,03.03.–05.03.,Forsch’gr.Wahlen
2020-02-07,27 ,14 ,22 ,6 ,10 ,14 ,,,,,,,,,,,,,7 ,1067,04.02.–06.02.,Forsch’gr.Wahlen
2020-01-16,27 ,14 ,23 ,7 ,9 ,14 ,,,,,,,,,,,,,6 ,1282,13.01.–15.01.,Forsch’gr.Wahlen
2019-12-13,27 ,13 ,23 ,8 ,9 ,14 ,,,,,,,,,,,,,6 ,1366,10.12.–12.12.,Forsch’gr.Wahlen
2019-11-29,27 ,13 ,23 ,7 ,10 ,14 ,,,,,,,,,,,,,6 ,1340,26.11.–28.11.,Forsch’gr.Wahlen
2019-11-08,27 ,14 ,22 ,7 ,10 ,14 ,,,,,,,,,,,,,6 ,1264,05.11.–07.11.,Forsch’gr.Wahlen
2019-10-18,29 ,14 ,24 ,6 ,8 ,13 ,,,,,,,,,,,,,6 ,1226,15.10.–17.10.,Forsch’gr.Wahlen
2019-09-27,27 ,13 ,27 ,6 ,7 ,14 ,,,,,,,,,,,,,6 ,1325,24.09.–26.09.,Forsch’gr.Wahlen
2019-09-05,28 ,15 ,24 ,6 ,7 ,13 ,,,,,,,,,,,,,7 ,1270,02.09.–04.09.,Forsch’gr.Wahlen
2019-08-09,28 ,13 ,25 ,7 ,7 ,13 ,,,,,,,,,,,,,7 ,1307,06.08.–08.08.,Forsch’gr.Wahlen
2019-07-19,28 ,13 ,25 ,8 ,8 ,12 ,,,,,,,,,,,,,6 ,1290,16.07.–18.07.,Forsch’gr.Wahlen
2019-06-21,27 ,14 ,26 ,7 ,7 ,13 ,,,,,,,,,,,,,6 ,1291,17.06.–19.06.,Forsch’gr.Wahlen
2019-06-06,27 ,13 ,26 ,7 ,7 ,13 ,,,,,,,,,,,,,7 ,1297,03.06.–05.06.,Forsch’gr.Wahlen
2019-05-10,30 ,16 ,20 ,7 ,8 ,14 ,,,,,,,,,,,,,5 ,1357,07.05.–09.05.,Forsch’gr.Wahlen
2019-04-12,28 ,17 ,20 ,8 ,9 ,13 ,,,,,,,,,,,,,5 ,1282,09.04.–11.04.,Forsch’gr.Wahlen
2019-03-28,30 ,15 ,19 ,9 ,9 ,13 ,,,,,,,,,,,,,5 ,1325,25.03.–27.03.,Forsch’gr.Wahlen
2019-03-15,31 ,16 ,19 ,8 ,8 ,12 ,,,,,,,,,,,,,6 ,1290,12.03.–14.03.,Forsch’gr.Wahlen
2019-02-22,31 ,15 ,20 ,7 ,9 ,13 ,,,,,,,,,,,,,5 ,1266,19.02.–21.02.,Forsch’gr.Wahlen
2019-02-08,30 ,16 ,20 ,8 ,9 ,12 ,,,,,,,,,,,,,5 ,1350,05.02.–07.02.,Forsch’gr.Wahlen
2019-01-25,31 ,14 ,20 ,8 ,9 ,13 ,,,,,,,,,,,,,5 ,1285,22.01.–24.01.,Forsch’gr.Wahlen
2019-01-11,29 ,14 ,21 ,8 ,9 ,14 ,,,,,,,,,,,,,5 ,1267,08.01.–10.01.,Forsch’gr.Wahlen
2018-12-14,30 ,15 ,19 ,7 ,9 ,15 ,,,,,,,,,,,,,5 ,1268,11.12.–13.12.,Forsch’gr.Wahlen
2018-11-23,27 ,14 ,22 ,8 ,9 ,16 ,,,,,,,,,,,,,4 ,1336,20.11.–22.11.,Forsch’gr.Wahlen
2018-11-09,27 ,14 ,22 ,9 ,9 ,14 ,,,,,,,,,,,,,5 ,1200,06.11.–08.11.,Forsch’gr.Wahlen
2018-10-19,27 ,14 ,20 ,8 ,10 ,16 ,,,,,,,,,,,,,5 ,1117,16.10.–18.10.,Forsch’gr.Wahlen
2018-09-28,28 ,17 ,17 ,8 ,10 ,16 ,,,,,,,,,,,,,4 ,1260,25.09.–27.09.,Forsch’gr.Wahlen
2018-09-14,30 ,20 ,16 ,7 ,8 ,15 ,,,,,,,,,,,,,4 ,1339,11.09.–13.09.,Forsch’gr.Wahlen
2018-08-31,31 ,18 ,14 ,8 ,8 ,17 ,,,,,,,,,,,,,4 ,1216,28.08.–30.08.,Forsch’gr.Wahlen
2018-08-10,31 ,18 ,15 ,8 ,9 ,16 ,,,,,,,,,,,,,3 ,1294,07.08.–09.08.,Forsch’gr.Wahlen
2018-07-13,31 ,18 ,14 ,7 ,11 ,15 ,,,,,,,,,,,,,4 ,1340,09.07.–12.07.,Forsch’gr.Wahlen
2018-06-29,32 ,18 ,14 ,9 ,10 ,14 ,,,,,,,,,,,,,3 ,1290,25.06.–28.06.,Forsch’gr.Wahlen
2018-06-08,33 ,20 ,13 ,8 ,10 ,13 ,,,,,,,,,,,,,3 ,1284,05.06.–07.06.,Forsch’gr.Wahlen
2018-05-18,34 ,20 ,12 ,8 ,9 ,14 ,,,,,,,,,,,,,3 ,1200,15.05.–17.05.,Forsch’gr.Wahlen
2018-04-27,34 ,20 ,13 ,7 ,10 ,13 ,,,,,,,,,,,,,3 ,1285,24.04.–26.04.,Forsch’gr.Wahlen
2018-04-13,33 ,19 ,14 ,8 ,9 ,13 ,,,,,,,,,,,,,4 ,1159,10.04.–12.04.,Forsch’gr.Wahlen
2018-03-16,32 ,19 ,12 ,9 ,11 ,13 ,,,,,,,,,,,,,4 ,1214,13.03.–15.03.,Forsch’gr.Wahlen
2018-02-23,33 ,17 ,12 ,8 ,11 ,14 ,,,,,,,,,,,,,5 ,1360,20.02.–22.02.,Forsch’gr.Wahlen
2018-02-02,31 ,19 ,14 ,7 ,11 ,14 ,,,,,,,,,,,,,4 ,1302,30.01.–01.02.,Forsch’gr.Wahlen
2018-01-19,33 ,20 ,12 ,8 ,10 ,12 ,,,,,,,,,,,,,5 ,1332,16.01.–18.01.,Forsch’gr.Wahlen
2017-12-08,32 ,23 ,12 ,8 ,9 ,12 ,,,,,,,,,,,,,4 ,1353,05.12.–07.12.,Forsch’gr.Wahlen
2017-11-17,33 ,21 ,12 ,10 ,9 ,11 ,,,,,,,,,,,,,4 ,1303,14.11.–16.11.,Forsch’gr.Wahlen
2017-10-27,33 ,21 ,11 ,10 ,9 ,12 ,,,,,,,,,,,,,4 ,1325,24.10.–26.10.,Forsch’gr.Wahlen
2017-10-13,31 ,21 ,11 ,11 ,10 ,12 ,,,,,,,,,,,,,4 ,1180,10.10.–12.10.,Forsch’gr.Wahlen
1998-09-18,37.5 ,39.5 ,6.0 ,5.5 ,4.5 ,,,,,,,,,,,,,,7.0 ,,,Forsch’gr.Wahlen
1998-09-11,37 ,41 ,6 ,6 ,4 ,,,,,,,,,,,,,,6 ,,,Forsch’gr.Wahlen
1998-09-04,38 ,41 ,6 ,5 ,4 ,,,,,,,,,,,,,,6 ,,,Forsch’gr.Wahlen
1998-08-14,38 ,42 ,6 ,5 ,4 ,,,,,,,,,,,,,,5 ,,,Forsch’gr.Wahlen
1998-07-17,37 ,42 ,7 ,5 ,4 ,,,,,,,,,,,,,,5 ,,,Forsch’gr.Wahlen
1998-06-19,36 ,42 ,8 ,5 ,4 ,,,,,,,,,,,,,,5 ,,,Forsch’gr.Wahlen
1998-05-15,35 ,43 ,8 ,5 ,5 ,,,,,,,,,,,,,,4 ,,,Forsch’gr.Wahlen
1998-04-17,35 ,43 ,8 ,5 ,4 ,,,,,,,,,,,,,,5 ,,,Forsch’gr.Wahlen
1998-03-13,36 ,41 ,9 ,5 ,4 ,,,,,,,,,,,,,,5 ,,,Forsch’gr.Wahlen
1998-02-13,37 ,39 ,10 ,6 ,4 ,,,,,,,,,,,,,,4 ,,,Forsch’gr.Wahlen
1998-01-16,37 ,38 ,10 ,6 ,4 ,,,,,,,,,,,,,,5 ,,,Forsch’gr.Wahlen
2002-09-13,37.0 ,40.0 ,7.0 ,7.5 ,4.5 ,,,,,,,,,,,,,,4.0 ,1326,09.09.–12.09.,Forsch’gr.Wahlen
2002-09-06,38 ,38 ,7 ,8 ,4 ,,,,,,,,,,,,,,5 ,1476,02.09.–05.09.,Forsch’gr.Wahlen
2002-08-30,39 ,38 ,7 ,8 ,4 ,,,,,,,,,,,,,,4 ,1254,26.08.–29.08.,Forsch’gr.Wahlen
2002-08-23,39 ,38 ,7 ,9 ,4 ,,,,,,,,,,,,,,3 ,1292,19.08.–22.08.,Forsch’gr.Wahlen
2002-08-16,41 ,36 ,7 ,9 ,4 ,,,,,,,,,,,,,,3 ,1068,12.08.–15.08.,Forsch’gr.Wahlen
2002-08-09,41 ,36 ,6 ,9 ,5 ,,,,,,,,,,,,,,3 ,1106,05.08.–08.08.,Forsch’gr.Wahlen
2002-07-26,41 ,36 ,6 ,9 ,5 ,,,,,,,,,,,,,,3 ,1262,22.07.–25.07.,Forsch’gr.Wahlen
2002-07-12,40 ,37 ,6 ,8 ,5 ,,,,,,,,,,,,,,4 ,1031,08.07.–11.07.,Forsch’gr.Wahlen
2002-06-28,39 ,36 ,7 ,9 ,5 ,,,,,,,,,,,,,,4 ,1281,24.06.–27.06.,Forsch’gr.Wahlen
2002-06-14,39 ,35 ,7 ,10 ,5 ,,,,,,,,,,,,,,4 ,1018,10.06.–13.06.,Forsch’gr.Wahlen
2002-05-31,40 ,35 ,6 ,9 ,5 ,,,,,,,,,,,,,,5 ,1312,24.05.–29.05.,Forsch’gr.Wahlen
2002-05-10,41 ,36 ,6 ,8 ,5 ,,,,,,,,,,,,,,4 ,1014,06.05.–09.05.,Forsch’gr.Wahlen
2002-04-26,41 ,36 ,6 ,8 ,5 ,,,,,,,,,,,,,,4 ,1287,22.04.–25.04.,Forsch’gr.Wahlen
2002-04-12,41 ,36 ,6 ,8 ,5 ,,,,,,,,,,,,,,4 ,1000,08.04.–11.04.,Forsch’gr.Wahlen
2002-03-22,40 ,36 ,6 ,8 ,6 ,,,,,,,,,,,,,,4 ,1274,18.03.–21.03.,Forsch’gr.Wahlen
2002-03-08,41 ,37 ,5 ,8 ,5 ,,,,,,,,,,,,,,4 ,1050,04.03.–07.03.,Forsch’gr.Wahlen
2002-02-22,40 ,38 ,5 ,8 ,5 ,,,,,,,,,,,,,,4 ,1191,18.02.–21.02.,Forsch’gr.Wahlen
2002-02-08,40 ,39 ,4 ,8 ,6 ,,,,,,,,,,,,,,3 ,1027,04.02.–07.02.,Forsch’gr.Wahlen
2002-01-18,40 ,38 ,5 ,7 ,6 ,,,,,,,,,,,,,,4 ,1306,14.01.–17.01.,Forsch’gr.Wahlen
2002-01-11,39 ,39 ,5 ,7 ,6 ,,,,,,,,,,,,,,4 ,1038,08.01.–10.01.,Forsch’gr.Wahlen
2001-12-14,37 ,41 ,5 ,7 ,6 ,,,,,,,,,,,,,,4 ,1254,10.12.–13.12.,Forsch’gr.Wahlen
2001-11-15,38 ,41 ,5 ,7 ,6 ,,,,,,,,,,,,,,3 ,1098,12.11.–14.11.,Forsch’gr.Wahlen
2001-10-12,38 ,41 ,5 ,7 ,5 ,,,,,,,,,,,,,,4 ,1250,08.10.–11.10.,Forsch’gr.Wahlen
2001-09-14,38 ,40 ,5 ,7 ,5 ,,,,,,,,,,,,,,5 ,1031,12.09.–13.09.,Forsch’gr.Wahlen
2001-08-24,37 ,39 ,6 ,8 ,5 ,,,,,,,,,,,,,,5 ,1245,20.08.–23.08.,Forsch’gr.Wahlen
2001-07-20,35 ,41 ,5 ,9 ,5 ,,,,,,,,,,,,,,5 ,1224,16.07.–19.07.,Forsch’gr.Wahlen
2001-06-22,36 ,41 ,5 ,8 ,5 ,,,,,,,,,,,,,,5 ,1237,18.06.–21.06.,Forsch’gr.Wahlen
2001-05-18,36 ,41 ,5 ,8 ,5 ,,,,,,,,,,,,,,5 ,1266,14.05.–17.05.,Forsch’gr.Wahlen
2001-04-06,38 ,41 ,6 ,6 ,5 ,,,,,,,,,,,,,,4 ,1264,02.04.–05.04.,Forsch’gr.Wahlen
2001-03-16,37 ,42 ,6 ,6 ,5 ,,,,,,,,,,,,,,4 ,1264,12.03.–15.03.,Forsch’gr.Wahlen
2001-02-16,36 ,43 ,5 ,7 ,5 ,,,,,,,,,,,,,,4 ,1207,12.02.–15.02.,Forsch’gr.Wahlen
2001-01-19,38 ,41 ,6 ,6 ,5 ,,,,,,,,,,,,,,4 ,1276,15.01.–18.01.,Forsch’gr.Wahlen
2000-12-15,38 ,41 ,6 ,6 ,5 ,,,,,,,,,,,,,,4 ,1271,11.12.–14.12.,Forsch’gr.Wahlen
2000-11-17,38 ,41 ,6 ,6 ,5 ,,,,,,,,,,,,,,4 ,1259,13.11.–16.11.,Forsch’gr.Wahlen
2000-10-20,37 ,41 ,6 ,6 ,5 ,,,,,,,,,,,,,,5 ,1294,16.10.–19.10.,Forsch’gr.Wahlen
2000-09-22,38 ,40 ,6 ,6 ,5 ,,,,,,,,,,,,,,5 ,1174,18.09.–21.09.,Forsch’gr.Wahlen
2000-08-25,36 ,42 ,6 ,7 ,5 ,,,,,,,,,,,,,,4 ,1219,21.08.–24.08.,Forsch’gr.Wahlen
2000-07-28,38 ,40 ,5 ,7 ,5 ,,,,,,,,,,,,,,5 ,1255,24.07.–27.07.,Forsch’gr.Wahlen
2000-06-23,39 ,38 ,6 ,7 ,5 ,,,,,,,,,,,,,,5 ,,,Forsch’gr.Wahlen
2000-05-19,37 ,40 ,6 ,7 ,5 ,,,,,,,,,,,,,,5 ,,,Forsch’gr.Wahlen
2000-04-14,36 ,42 ,6 ,6 ,5 ,,,,,,,,,,,,,,5 ,,,Forsch’gr.Wahlen
2000-03-17,35 ,43 ,6 ,6 ,5 ,,,,,,,,,,,,,,5 ,,,Forsch’gr.Wahlen
2000-02-18,35 ,42 ,7 ,6 ,6 ,,,,,,,,,,,,,,4 ,,,Forsch’gr.Wahlen
2000-01-21,40 ,39 ,6 ,5 ,6 ,,,,,,,,,,,,,,4 ,,,Forsch’gr.Wahlen
1999-12-10,45 ,36 ,5 ,4 ,6 ,,,,,,,,,,,,,,4 ,,,Forsch’gr.Wahlen
1999-11-12,48 ,33 ,5 ,4 ,6 ,,,,,,,,,,,,,,4 ,,,Forsch’gr.Wahlen
1999-10-15,47 ,33 ,6 ,4 ,6 ,,,,,,,,,,,,,,4 ,,,Forsch’gr.Wahlen
1999-09-24,47 ,34 ,5 ,5 ,5 ,,,,,,,,,,,,,,4 ,,,Forsch’gr.Wahlen
1999-08-20,45 ,36 ,5 ,5 ,5 ,,,,,,,,,,,,,,4 ,,,Forsch’gr.Wahlen
1999-07-23,44 ,38 ,5 ,5 ,5 ,,,,,,,,,,,,,,3 ,,,Forsch’gr.Wahlen
1999-06-25,44 ,38 ,5 ,5 ,4 ,,,,,,,,,,,,,,4 ,,,Forsch’gr.Wahlen
1999-05-21,42 ,40 ,5 ,5 ,4 ,,,,,,,,,,,,,,4 ,,,Forsch’gr.Wahlen
1999-04-16,41 ,41 ,5 ,5 ,4 ,,,,,,,,,,,,,,4 ,,,Forsch’gr.Wahlen
1999-03-19,41 ,41 ,5 ,5 ,4 ,,,,,,,,,,,,,,4 ,,,Forsch’gr.Wahlen
1999-02-26,39 ,42 ,6 ,4 ,4 ,,,,,,,,,,,,,,5 ,,,Forsch’gr.Wahlen
1999-01-22,37 ,44 ,6 ,4 ,4 ,,,,,,,,,,,,,,5 ,,,Forsch’gr.Wahlen
1998-12-11,36 ,44 ,7 ,4 ,4 ,,,,,,,,,,,,,,5 ,,,Forsch’gr.Wahlen
1998-11-13,35 ,44 ,7 ,4 ,4 ,,,,,,,,,,,,,,6 ,,,Forsch’gr.Wahlen
1998-10-16,35 ,44 ,6 ,5 ,4 ,,,,,,,,,,,,,,6 ,,,Forsch’gr.Wahlen
2005-09-09,41 ,34 ,7 ,7 ,8 ,,,,,,,,,,,,,,3 ,1299,06.09.–08.09.,Forsch’gr.Wahlen
2005-09-02,43 ,32 ,7 ,7 ,8 ,,,,,,,,,,,,,,3 ,1305,30.08.–01.09.,Forsch’gr.Wahlen
2005-08-26,43 ,30 ,8 ,8 ,8 ,,,,,,,,,,,,,,3 ,1305,23.08.–25.08.,Forsch’gr.Wahlen
2005-08-19,43 ,29 ,9 ,8 ,8 ,,,,,,,,,,,,,,3 ,1257,16.08.–18.08.,Forsch’gr.Wahlen
2005-08-12,42 ,29 ,9 ,8 ,9 ,,,,,,,,,,,,,,3 ,1227,09.08.–11.08.,Forsch’gr.Wahlen
2005-08-05,42 ,28 ,9 ,8 ,9 ,,,,,,,,,,,,,,4 ,1303,02.08.–04.08.,Forsch’gr.Wahlen
2005-07-22,43 ,26 ,10 ,7 ,10 ,,,,,,,,,,,,,,4 ,1300,19.07.–21.07.,Forsch’gr.Wahlen
2005-07-08,44 ,27 ,9 ,7 ,8 ,,,,,,,,,,,,,,5 ,1257,05.07.–07.07.,Forsch’gr.Wahlen
2005-06-24,44 ,27 ,9 ,7 ,8 ,,,,,,,,,,,,,,5 ,1175,21.06.–23.06.,Forsch’gr.Wahlen
2005-06-10,44 ,29 ,8 ,7 ,5 ,,,,,,,,,,,,,,7 ,1298,07.06.–09.06.,Forsch’gr.Wahlen
2005-05-27,45 ,30 ,8 ,6 ,5 ,,,,,,,,,,,,,,6 ,1162,24.05.–26.05.,Forsch’gr.Wahlen
2005-04-29,44 ,30 ,9 ,6 ,5 ,,,,,,,,,,,,,,6 ,1285,26.04.–28.04.,Forsch’gr.Wahlen
2005-04-15,43 ,31 ,9 ,6 ,5 ,,,,,,,,,,,,,,6 ,1280,12.04.–14.04.,Forsch’gr.Wahlen
2005-03-18,42 ,31 ,10 ,6 ,5 ,,,,,,,,,,,,,,6 ,1237,14.03.–17.03.,Forsch’gr.Wahlen
2005-02-25,41 ,32 ,9 ,7 ,5 ,,,,,,,,,,,,,,6 ,1268,22.02.–24.02.,Forsch’gr.Wahlen
2005-01-28,40 ,32 ,10 ,7 ,5 ,,,,,,,,,,,,,,6 ,1257,25.01.–27.01.,Forsch’gr.Wahlen
2005-01-14,39 ,32 ,10 ,7 ,6 ,,,,,,,,,,,,,,6 ,1273,11.01.–13.01.,Forsch’gr.Wahlen
2004-12-10,41 ,30 ,10 ,7 ,6 ,,,,,,,,,,,,,,6 ,1233,07.12.–09.12.,Forsch’gr.Wahlen
2004-11-26,41 ,30 ,10 ,7 ,6 ,,,,,,,,,,,,,,6 ,1289,23.11.–25.11.,Forsch’gr.Wahlen
2004-11-12,41 ,29 ,11 ,7 ,6 ,,,,,,,,,,,,,,6 ,1265,09.11.–11.11.,Forsch’gr.Wahlen
2004-10-29,40 ,30 ,11 ,7 ,6 ,,,,,,,,,,,,,,6 ,1239,26.10.–28.10.,Forsch’gr.Wahlen
2004-10-15,42 ,28 ,11 ,6 ,6 ,,,,,,,,,,,,,,7 ,1240,12.10.–14.10.,Forsch’gr.Wahlen
2004-09-24,44 ,27 ,10 ,6 ,6 ,,,,,,,,,,,,,,7 ,1245,21.09.–23.09.,Forsch’gr.Wahlen
2004-08-27,45 ,26 ,10 ,6 ,6 ,,,,,,,,,,,,,,7 ,1173,24.08.–26.08.,Forsch’gr.Wahlen
2004-07-23,45 ,26 ,11 ,7 ,5 ,,,,,,,,,,,,,,6 ,1225,20.07.–22.07.,Forsch’gr.Wahlen
2004-07-09,46 ,25 ,12 ,7 ,5 ,,,,,,,,,,,,,,5 ,1255,06.07.–08.07.,Forsch’gr.Wahlen
2004-06-25,46 ,27 ,11 ,7 ,5 ,,,,,,,,,,,,,,4 ,1230,22.06.–24.06.,Forsch’gr.Wahlen
2004-05-28,48 ,29 ,9 ,6 ,4 ,,,,,,,,,,,,,,4 ,1217,25.05.–27.05.,Forsch’gr.Wahlen
2004-05-14,48 ,28 ,10 ,6 ,4 ,,,,,,,,,,,,,,4 ,1213,11.05.–13.05.,Forsch’gr.Wahlen
2004-04-23,48 ,29 ,10 ,5 ,4 ,,,,,,,,,,,,,,4 ,1289,20.04.–22.04.,Forsch’gr.Wahlen
2004-04-02,48 ,29 ,10 ,5 ,4 ,,,,,,,,,,,,,,4 ,1315,29.03.–01.04.,Forsch’gr.Wahlen
2004-03-19,48 ,29 ,10 ,5 ,4 ,,,,,,,,,,,,,,4 ,1230,15.03.–18.03.,Forsch’gr.Wahlen
2004-03-05,49 ,28 ,10 ,5 ,4 ,,,,,,,,,,,,,,4 ,1285,01.03.–04.03.,Forsch’gr.Wahlen
2004-02-13,48 ,29 ,10 ,5 ,4 ,,,,,,,,,,,,,,4 ,1250,09.02.–12.02.,Forsch’gr.Wahlen
2004-01-16,48 ,28 ,10 ,5 ,4 ,,,,,,,,,,,,,,5 ,1305,12.01.–15.01.,Forsch’gr.Wahlen
2003-12-12,48 ,28 ,10 ,5 ,4 ,,,,,,,,,,,,,,5 ,1263,08.12.–11.12.,Forsch’gr.Wahlen
2003-11-28,48 ,29 ,10 ,5 ,4 ,,,,,,,,,,,,,,4 ,1274,24.11.–27.11.,Forsch’gr.Wahlen
2003-11-14,48 ,29 ,10 ,5 ,4 ,,,,,,,,,,,,,,4 ,1240,10.11.–13.11.,Forsch’gr.Wahlen
2003-10-24,48 ,29 ,9 ,6 ,4 ,,,,,,,,,,,,,,4 ,1199,20.10.–23.10.,Forsch’gr.Wahlen
2003-10-10,47 ,30 ,10 ,6 ,3 ,,,,,,,,,,,,,,4 ,1274,06.10.–09.10.,Forsch’gr.Wahlen
2003-09-12,45 ,30 ,10 ,7 ,4 ,,,,,,,,,,,,,,4 ,1251,08.09.–11.09.,Forsch’gr.Wahlen
2003-08-22,45 ,31 ,10 ,6 ,4 ,,,,,,,,,,,,,,4 ,1189,18.08.–21.08.,Forsch’gr.Wahlen
2003-07-18,46 ,32 ,8 ,6 ,4 ,,,,,,,,,,,,,,4 ,1272,14.07.–17.07.,Forsch’gr.Wahlen
2003-06-27,47 ,30 ,9 ,6 ,4 ,,,,,,,,,,,,,,4 ,1284,23.06.–26.06.,Forsch’gr.Wahlen
2003-06-06,46 ,31 ,9 ,6 ,4 ,,,,,,,,,,,,,,4 ,1255,02.06.–05.06.,Forsch’gr.Wahlen
2003-05-16,46 ,31 ,9 ,6 ,4 ,,,,,,,,,,,,,,4 ,1263,12.05.–15.05.,Forsch’gr.Wahlen
2003-05-02,46 ,32 ,9 ,6 ,4 ,,,,,,,,,,,,,,3 ,1230,28.04.–30.04.,Forsch’gr.Wahlen
2003-04-11,45 ,33 ,9 ,6 ,4 ,,,,,,,,,,,,,,3 ,1297,07.04.–10.04.,Forsch’gr.Wahlen
2003-03-28,47 ,32 ,9 ,5 ,4 ,,,,,,,,,,,,,,3 ,1274,24.03.–27.03.,Forsch’gr.Wahlen
2003-03-14,48 ,31 ,9 ,5 ,4 ,,,,,,,,,,,,,,3 ,1252,10.03.–13.03.,Forsch’gr.Wahlen
2003-02-21,48 ,30 ,9 ,6 ,4 ,,,,,,,,,,,,,,3 ,1267,17.02.–20.02.,Forsch’gr.Wahlen
2003-02-07,48 ,30 ,9 ,6 ,4 ,,,,,,,,,,,,,,3 ,1308,03.02.–06.02.,Forsch’gr.Wahlen
2003-01-24,47 ,31 ,9 ,5 ,4 ,,,,,,,,,,,,,,4 ,1333,20.01.–23.01.,Forsch’gr.Wahlen
2002-12-13,46 ,32 ,9 ,5 ,4 ,,,,,,,,,,,,,,4 ,1280,09.12.–12.12.,Forsch’gr.Wahlen
2002-11-15,44 ,34 ,9 ,5 ,4 ,,,,,,,,,,,,,,4 ,1268,11.11.–14.11.,Forsch’gr.Wahlen
2002-10-18,40 ,38 ,8 ,6 ,4 ,,,,,,,,,,,,,,4 ,1277,14.10.–17.10.,Forsch’gr.Wahlen
2009-09-18,36 ,25 ,10 ,13 ,11 ,,,,,,,,,,,,,,5 ,1352,15.09.–17.09.,Forsch’gr.Wahlen
2009-09-11,36 ,23 ,11 ,14 ,11 ,,,,,,,,,,,,,,5 ,1336,08.09.–10.09.,Forsch’gr.Wahlen
2009-09-04,37 ,23 ,11 ,15 ,10 ,,,,,,,,,,,,,,4 ,1332,01.09.–03.09.,Forsch’gr.Wahlen
2009-08-28,37 ,23 ,12 ,14 ,9 ,,,,,,,,,,,,,,5 ,1338,24.08.–26.08.,Forsch’gr.Wahlen
2009-08-21,37 ,23 ,12 ,14 ,9 ,,,,,,,,,,,,,,5 ,1262,18.08.–20.08.,Forsch’gr.Wahlen
2009-08-07,36 ,23 ,12 ,14 ,9 ,,,,,,,,,,,,,,6 ,1194,04.08.–06.08.,Forsch’gr.Wahlen
2009-07-24,36 ,24 ,11 ,14 ,9 ,,,,,,,,,,,,,,6 ,1224,21.07.–23.07.,Forsch’gr.Wahlen
2009-07-03,36 ,25 ,11 ,13 ,9 ,,,,,,,,,,,,,,6 ,1206,30.06.–02.07.,Forsch’gr.Wahlen
2009-06-12,37 ,25 ,11 ,13 ,8 ,,,,,,,,,,,,,,6 ,1343,08.06.–10.06.,Forsch’gr.Wahlen
2009-05-29,36 ,28 ,10 ,12 ,9 ,,,,,,,,,,,,,,5 ,1348,26.05.–28.05.,Forsch’gr.Wahlen
2009-05-08,37 ,27 ,9 ,13 ,10 ,,,,,,,,,,,,,,4 ,1343,05.05.–07.05.,Forsch’gr.Wahlen
2009-04-24,37 ,26 ,9 ,14 ,10 ,,,,,,,,,,,,,,4 ,1445,21.04.–23.04.,Forsch’gr.Wahlen
2009-03-27,37 ,25 ,9 ,15 ,10 ,,,,,,,,,,,,,,4 ,1245,24.03.–26.03.,Forsch’gr.Wahlen
2009-03-06,37 ,24 ,10 ,15 ,10 ,,,,,,,,,,,,,,4 ,1319,03.03.–05.03.,Forsch’gr.Wahlen
2009-02-13,38 ,25 ,10 ,13 ,10 ,,,,,,,,,,,,,,4 ,1202,10.02.–12.02.,Forsch’gr.Wahlen
2009-01-30,37 ,26 ,9 ,14 ,9 ,,,,,,,,,,,,,,5 ,1296,27.01.–29.01.,Forsch’gr.Wahlen
2009-01-09,40 ,26 ,8 ,11 ,10 ,,,,,,,,,,,,,,5 ,1369,05.01.–08.01.,Forsch’gr.Wahlen
2008-12-12,39 ,26 ,9 ,11 ,10 ,,,,,,,,,,,,,,5 ,1268,09.12.–11.12.,Forsch’gr.Wahlen
2008-11-21,39 ,25 ,10 ,11 ,10 ,,,,,,,,,,,,,,5 ,1301,18.11.–20.11.,Forsch’gr.Wahlen
